content_cost_ratio,competitor_moves,price_increase_pct,bundle_member,tenure_months,engagement_hours,support_tickets,region,plan_type,churn
0.425,0,7.3,0,12,33.7,0,NA,Basic,1
0.421,4,0.3,1,21,45.1,0,EU,Standard,0
0.545,2,1.1,0,19,32.9,1,EU,Standard,1
0.471,2,0.91,0,17,42.4,0,LATAM,Basic,1
0.538,0,3.4,0,14,43.7,0,EU,Basic,0
0.567,2,5.03,0,21,32.4,3,NA,Standard,1
0.444,3,4.05,1,37,61.4,1,EU,Premium,0
0.435,1,5.94,0,11,72.6,1,NA,Basic,0
0.62,2,1.35,0,12,22.0,0,NA,Basic,0
0.541,2,4.32,1,11,49.3,1,NA,AdTier,0
0.495,1,2.39,1,16,16.4,1,NA,AdTier,1
0.464,1,3.46,0,15,9.9,0,EU,AdTier,1
0.489,2,5.22,0,40,65.7,1,NA,Premium,0
0.449,2,0.0,1,9,85.1,0,APAC,Basic,0
0.573,1,6.98,0,7,38.4,0,NA,Basic,0
0.473,1,2.71,0,23,81.7,2,EU,Standard,1
0.586,4,0.0,1,78,32.0,0,EU,Standard,0
0.496,2,1.61,0,11,40.3,0,LATAM,Standard,0
0.457,3,3.2,0,27,78.4,0,EU,Basic,1
0.494,0,1.61,0,106,26.7,0,APAC,Basic,0
0.4,0,0.0,0,49,63.3,1,NA,AdTier,0
0.513,2,3.19,0,8,38.0,0,NA,Basic,0
0.51,2,1.56,0,25,30.6,0,EU,Basic,0
0.569,1,4.3,0,13,34.8,1,EU,Basic,0
0.407,2,0.86,0,41,1.6,1,NA,Standard,1
0.59,2,7.52,0,59,70.2,0,NA,Standard,0
0.569,3,4.03,0,5,49.5,1,NA,Standard,1
0.595,1,3.39,1,26,42.0,0,EU,Standard,0
0.517,2,4.25,1,2,31.1,0,NA,AdTier,0
0.581,3,0.0,0,22,51.2,1,APAC,Basic,0
0.432,1,2.01,0,72,62.7,1,EU,Standard,0
0.563,2,6.57,0,45,39.5,0,LATAM,Premium,0
0.474,3,2.36,1,26,64.3,0,LATAM,Standard,0
0.421,0,2.87,0,13,50.5,0,NA,Standard,0
0.453,3,2.07,0,37,43.1,0,NA,Standard,0
0.52,2,5.93,1,15,63.2,0,NA,Premium,0
0.471,3,2.51,1,27,34.8,0,APAC,Basic,0
0.543,2,0.5,1,12,20.0,3,NA,AdTier,0
0.412,5,8.16,0,14,43.9,0,EU,Basic,1
0.4,3,0.25,1,10,45.7,0,NA,Basic,0
0.602,4,2.81,0,25,40.6,1,EU,Standard,0
0.574,1,1.32,1,46,68.8,0,NA,Premium,0
0.457,4,1.6,0,80,55.0,1,APAC,Standard,0
0.52,1,0.88,1,30,42.7,1,EU,Basic,0
0.581,7,1.92,1,26,44.9,0,LATAM,AdTier,0
0.545,3,4.97,1,11,46.6,1,LATAM,AdTier,1
0.529,4,0.0,1,9,55.5,0,APAC,Standard,0
0.586,1,5.52,0,8,46.1,0,NA,Basic,1
0.476,3,5.18,0,64,41.9,0,NA,Standard,0
0.522,0,4.02,0,41,18.3,0,NA,Standard,1
0.519,2,3.25,1,51,30.8,0,EU,Basic,0
0.504,0,3.55,0,7,50.5,0,NA,Basic,1
0.497,1,5.85,0,2,48.8,0,NA,Standard,0
0.524,4,0.0,0,15,15.3,1,NA,AdTier,0
0.522,3,4.45,1,4,33.8,1,NA,Standard,0
0.457,2,1.51,0,22,26.4,0,NA,Standard,0
0.568,3,4.65,0,6,72.3,0,EU,AdTier,1
0.461,4,1.77,0,2,50.0,0,NA,Premium,0
0.507,1,4.41,0,9,53.6,1,LATAM,Standard,1
0.502,3,0.0,0,21,43.7,0,EU,Standard,0
0.541,1,0.0,0,15,32.5,0,NA,AdTier,0
0.4,1,2.77,1,4,36.1,1,APAC,Premium,0
0.573,1,5.87,0,20,54.9,0,EU,Basic,0
0.479,1,4.07,1,1,39.8,1,EU,Basic,0
0.593,2,4.06,0,13,55.1,0,APAC,Premium,0
0.491,3,4.72,0,15,47.9,2,NA,Standard,0
0.517,0,2.21,1,6,50.9,0,APAC,Basic,0
0.635,0,4.22,1,1,51.9,0,NA,Premium,0
0.503,3,1.84,0,31,34.5,0,NA,AdTier,0
0.594,6,2.37,0,30,38.8,1,EU,Standard,0
0.522,5,2.62,0,8,63.2,0,APAC,Standard,0
0.545,3,1.91,0,6,81.5,2,APAC,Basic,0
0.524,2,2.87,0,4,63.4,0,LATAM,Premium,0
0.571,2,2.49,0,8,0.0,0,NA,Basic,1
0.479,1,1.58,0,11,29.8,1,LATAM,Premium,1
0.461,2,2.72,0,26,47.3,0,NA,AdTier,0
0.482,1,3.31,1,2,23.0,1,NA,Standard,0
0.526,0,0.8,0,23,22.1,2,EU,Premium,0
0.507,1,3.83,1,31,36.6,1,NA,Basic,0
0.563,3,2.01,0,4,51.9,0,NA,Standard,1
0.598,3,3.4,1,39,57.4,1,EU,Standard,0
0.461,0,1.67,1,42,37.7,2,EU,Premium,0
0.476,6,5.1,0,23,36.1,2,LATAM,Standard,0
0.434,0,4.91,0,2,28.1,0,LATAM,Premium,0
0.642,0,0.9,0,21,55.1,0,LATAM,Premium,0
0.538,3,4.05,1,21,53.8,0,EU,Basic,0
0.549,2,5.89,0,9,63.1,1,NA,Premium,1
0.44,1,1.1,1,21,47.6,0,LATAM,Premium,0
0.52,3,1.26,1,12,18.8,0,NA,AdTier,0
0.551,1,4.47,0,13,38.0,1,NA,Premium,0
0.505,1,0.39,1,2,62.1,1,EU,Premium,0
0.585,1,1.44,1,23,10.3,0,EU,Basic,0
0.659,3,0.97,1,61,43.3,0,NA,Standard,0
0.463,4,4.49,0,5,50.7,1,NA,Standard,0
0.459,2,1.62,0,9,85.1,0,NA,Premium,0
0.467,3,2.43,0,2,33.0,0,NA,Premium,0
0.616,3,1.5,0,5,42.6,0,NA,Standard,0
0.583,1,5.3,0,19,78.8,0,LATAM,Standard,0
0.512,3,1.28,1,12,33.2,0,APAC,Basic,0
0.522,5,0.18,0,30,66.5,0,NA,Standard,0
0.471,2,0.11,0,12,52.9,1,NA,Premium,0
0.573,3,4.39,0,7,40.6,0,LATAM,Standard,0
0.497,7,4.53,1,9,54.0,2,APAC,Basic,0
0.504,4,5.5,0,13,42.0,0,EU,Basic,1
0.557,2,0.48,0,1,90.2,0,LATAM,AdTier,0
0.509,1,2.54,0,5,3.7,0,LATAM,Standard,1
0.506,1,7.85,0,20,39.4,0,NA,AdTier,0
0.521,0,2.4,0,30,39.9,0,EU,Basic,0
0.568,2,1.87,0,4,42.3,0,EU,Standard,0
0.619,0,2.96,0,5,66.6,0,APAC,Standard,1
0.555,1,4.06,0,3,36.1,0,EU,Standard,0
0.568,3,4.03,0,1,54.8,0,EU,Basic,0
0.508,0,1.77,1,13,49.6,0,NA,AdTier,0
0.478,2,1.83,0,10,61.8,0,EU,AdTier,0
0.559,1,2.41,1,16,42.3,0,EU,Premium,1
0.53,1,1.54,0,9,51.4,0,NA,Basic,0
0.435,2,0.53,0,31,42.5,1,APAC,Standard,0
0.5,1,6.62,1,22,25.3,0,EU,Standard,1
0.515,3,2.19,0,4,77.0,0,APAC,AdTier,0
0.489,4,2.3,0,23,29.8,0,APAC,Premium,0
0.609,3,2.36,0,61,35.4,0,EU,Standard,0
0.549,3,2.84,1,1,27.9,0,EU,Standard,0
0.602,4,3.87,0,1,53.0,0,APAC,Premium,1
0.536,2,2.07,0,23,35.4,1,NA,Basic,0
0.525,3,5.28,0,2,75.3,0,APAC,Standard,0
0.464,0,4.2,0,17,55.7,1,LATAM,Basic,0
0.521,2,2.62,0,32,39.5,0,NA,AdTier,1
0.521,4,1.67,1,17,26.8,2,EU,Standard,1
0.438,2,5.17,1,1,42.8,1,NA,Basic,0
0.488,4,2.68,1,44,55.4,1,NA,AdTier,0
0.501,1,0.51,0,22,44.1,1,APAC,AdTier,0
0.545,1,5.04,0,10,42.2,0,NA,Standard,0
0.548,1,1.55,0,1,24.6,1,NA,AdTier,1
0.485,1,4.74,0,11,89.9,1,NA,Basic,0
0.548,2,0.0,0,2,41.0,1,APAC,Premium,0
0.509,1,2.26,0,12,17.5,0,NA,Premium,1
0.4,0,5.32,0,29,23.5,1,EU,Standard,0
0.491,4,3.01,1,21,38.1,0,APAC,Standard,0
0.585,1,4.2,1,15,83.9,0,EU,Standard,1
0.419,0,1.2,1,62,41.6,0,LATAM,Premium,0
0.527,0,3.7,0,76,37.5,2,APAC,Standard,0
0.615,3,3.01,1,1,61.9,0,NA,Basic,0
0.474,0,3.49,0,2,63.4,0,APAC,AdTier,1
0.52,4,7.08,0,25,58.2,1,EU,Premium,0
0.442,2,5.61,0,40,49.0,0,LATAM,Standard,0
0.618,2,4.58,0,2,22.9,0,LATAM,Basic,1
0.515,4,4.61,0,4,30.0,1,NA,Standard,1
0.523,1,1.18,1,7,13.2,0,NA,Standard,0
0.601,1,2.06,0,10,40.5,1,EU,Premium,0
0.56,3,0.0,1,4,36.5,0,NA,Standard,0
0.467,3,0.46,0,6,34.4,0,EU,AdTier,1
0.481,1,1.23,1,59,50.6,0,LATAM,Standard,0
0.55,2,2.94,1,23,31.9,1,EU,AdTier,0
0.483,2,0.55,0,6,38.2,0,NA,Premium,0
0.4,1,2.92,1,10,35.3,0,NA,Premium,0
0.517,2,2.69,1,7,44.4,0,APAC,Standard,0
0.431,0,0.73,0,26,52.3,0,LATAM,AdTier,0
0.617,2,6.05,1,35,18.1,0,LATAM,Basic,0
0.531,2,0.35,1,10,54.1,0,NA,Standard,0
0.466,5,5.23,0,7,50.3,0,NA,Standard,0
0.478,4,0.0,0,9,53.4,0,LATAM,Standard,0
0.407,1,2.72,0,6,47.7,0,LATAM,Premium,0
0.454,2,0.6,0,2,52.2,1,NA,Standard,0
0.581,3,1.69,1,18,36.7,0,NA,Basic,0
0.654,3,6.62,1,29,53.9,0,EU,AdTier,0
0.564,4,2.31,1,15,67.9,0,NA,Basic,0
0.514,2,0.79,0,19,35.1,1,APAC,Premium,0
0.494,2,3.98,0,28,35.8,1,NA,Premium,0
0.463,2,2.29,0,14,57.6,0,APAC,Premium,0
0.644,2,3.3,0,41,33.9,1,NA,Premium,0
0.509,4,1.17,1,5,30.6,0,NA,Standard,0
0.647,2,1.27,0,28,53.4,0,NA,Standard,1
0.604,2,1.42,0,7,36.4,1,NA,Standard,1
0.416,0,4.6,0,65,69.4,1,EU,Basic,0
0.48,0,2.55,1,22,35.7,1,NA,Standard,0
0.48,3,0.9,0,27,28.6,0,NA,Basic,0
0.515,5,3.32,0,13,44.9,0,APAC,Premium,1
0.516,4,3.16,0,12,53.7,0,EU,Standard,1
0.7,4,4.15,0,22,51.4,0,EU,Premium,0
0.455,3,2.04,0,7,55.8,1,NA,Standard,0
0.534,0,2.84,1,6,33.9,0,LATAM,Standard,0
0.557,2,3.84,0,2,67.7,1,LATAM,Premium,0
0.52,4,0.98,0,1,11.9,1,NA,Standard,1
0.527,1,4.77,1,14,29.4,0,APAC,AdTier,0
0.457,1,3.03,1,8,45.8,1,APAC,Basic,0
0.526,0,0.8,1,3,31.1,1,LATAM,Standard,0
0.551,3,0.78,0,8,38.8,1,APAC,Basic,0
0.54,4,2.8,1,97,25.4,2,EU,Standard,1
0.554,1,1.9,1,1,40.8,0,NA,Standard,0
0.605,6,4.51,0,7,54.3,1,LATAM,Basic,1
0.576,2,2.43,0,2,34.3,0,EU,Premium,1
0.524,1,3.61,0,9,27.4,0,EU,AdTier,0
0.45,3,1.3,1,39,35.8,1,NA,Basic,0
0.484,2,2.95,0,3,67.1,1,NA,Standard,1
0.507,2,5.63,1,31,66.9,0,NA,Standard,0
0.535,1,2.7,1,19,35.4,0,NA,Premium,0
0.491,4,1.89,1,13,55.2,1,NA,Standard,0
0.464,3,1.27,0,14,44.6,1,EU,Premium,1
0.449,1,2.96,1,16,70.7,0,APAC,Standard,0
0.421,1,5.82,0,12,48.8,0,EU,Basic,0
0.506,1,0.27,1,17,41.0,0,APAC,Basic,0
0.432,0,2.9,0,6,77.0,1,NA,Standard,0
0.46,2,0.0,0,1,26.5,0,APAC,Premium,0
0.496,3,2.18,0,6,51.4,0,NA,Premium,0
0.44,5,3.53,1,4,72.3,1,NA,Premium,0
0.543,5,0.0,1,11,58.3,0,EU,Basic,0
0.564,0,2.11,0,5,29.7,1,LATAM,Standard,0
0.487,1,3.58,0,9,28.7,0,NA,Premium,0
0.494,2,3.26,1,33,16.8,0,NA,Premium,1
0.552,1,3.68,0,27,74.7,0,NA,Standard,0
0.477,2,1.05,0,22,22.3,0,EU,Standard,0
0.473,4,3.58,1,7,59.3,0,NA,Basic,1
0.592,2,1.8,0,5,16.5,0,NA,Standard,0
0.573,3,4.43,0,13,96.1,1,EU,Standard,0
0.556,4,0.0,0,31,17.9,1,EU,Standard,1
0.576,2,2.42,0,11,45.9,0,EU,Standard,0
0.401,4,3.2,1,4,69.2,0,APAC,Standard,0
0.601,2,5.7,0,20,30.9,1,LATAM,Standard,1
0.544,4,3.17,0,1,56.3,0,NA,Standard,0
0.581,2,3.38,0,4,39.4,1,NA,Premium,1
0.543,5,3.75,0,3,52.8,1,LATAM,Standard,0
0.523,0,5.51,0,41,66.6,1,EU,Premium,0
0.503,2,2.24,0,1,36.4,0,NA,Basic,0
0.542,1,0.19,1,2,74.9,0,EU,Premium,0
0.501,1,0.0,0,8,52.0,1,APAC,Basic,0
0.572,1,4.33,1,32,84.0,0,APAC,Premium,0
0.425,4,3.45,1,33,28.4,0,NA,Basic,0
0.488,0,2.49,0,4,32.2,0,NA,Premium,0
0.643,2,1.83,1,6,40.4,0,EU,Standard,1
0.482,2,3.36,1,10,20.7,0,NA,Premium,1
0.506,3,3.42,0,12,63.5,1,APAC,Standard,0
0.467,1,3.96,0,9,43.5,2,NA,Standard,1
0.54,3,0.78,1,14,22.1,1,EU,Premium,0
0.476,2,0.0,0,9,28.5,0,APAC,Standard,1
0.509,1,1.17,0,5,27.6,0,LATAM,Basic,1
0.571,1,0.3,0,41,63.5,0,EU,Premium,0
0.478,3,0.19,0,65,54.1,0,EU,Premium,1
0.567,1,6.14,0,4,42.3,0,EU,Basic,0
0.569,4,0.0,1,6,37.7,0,APAC,Standard,0
0.583,1,3.94,0,13,40.2,2,NA,Standard,1
0.528,2,4.81,0,1,80.6,0,EU,Basic,0
0.714,3,4.97,0,9,40.3,3,APAC,Standard,1
0.583,3,3.55,1,12,62.2,0,LATAM,Basic,0
0.539,0,5.64,0,53,38.4,1,NA,AdTier,0
0.467,1,6.57,0,8,78.6,1,LATAM,AdTier,1
0.514,2,2.4,1,4,20.6,0,EU,Standard,0
0.606,1,3.89,1,63,61.1,2,NA,Standard,0
0.623,1,5.55,0,25,29.8,0,LATAM,AdTier,1
0.609,2,1.28,1,4,89.3,0,NA,Premium,0
0.567,1,2.51,0,24,58.9,0,APAC,Basic,0
0.445,0,1.75,0,14,10.9,1,EU,Standard,0
0.549,1,3.92,0,20,26.4,0,EU,Premium,1
0.446,3,0.0,0,19,58.7,0,APAC,AdTier,0
0.431,1,5.87,1,30,58.2,0,LATAM,Standard,0
0.534,1,4.07,0,27,56.7,0,APAC,Basic,1
0.551,0,4.18,1,13,48.1,2,EU,Premium,1
0.574,0,0.0,0,14,38.6,0,APAC,Standard,0
0.55,0,0.92,0,17,66.7,1,APAC,Basic,1
0.552,1,5.98,1,14,27.7,1,NA,Premium,1
0.461,2,2.65,1,15,46.1,0,NA,Standard,0
0.514,2,0.0,0,1,32.6,0,APAC,Standard,0
0.43,2,3.44,0,3,31.0,0,EU,Basic,0
0.4,0,4.36,0,9,35.8,0,NA,Basic,0
0.564,4,4.06,1,20,30.3,0,APAC,Standard,1
0.475,3,2.7,0,1,56.0,0,EU,Premium,0
0.572,1,5.27,0,17,15.5,1,APAC,AdTier,1
0.587,1,1.6,1,1,53.6,0,NA,Standard,0
0.483,2,4.08,1,12,32.3,0,APAC,Standard,0
0.555,0,3.27,0,19,45.6,0,EU,Basic,0
0.48,0,2.73,1,4,41.7,0,NA,Basic,0
0.409,3,2.24,0,1,35.0,0,NA,Premium,0
0.527,1,2.31,1,21,69.3,1,EU,Standard,0
0.492,3,3.06,0,37,37.6,0,NA,Basic,0
0.494,3,2.41,1,1,59.1,0,EU,Standard,0
0.639,4,4.47,1,4,59.3,0,EU,Premium,0
0.428,1,1.93,1,7,39.5,2,EU,Basic,0
0.543,0,6.14,0,34,19.8,0,NA,Basic,0
0.46,1,1.84,1,3,27.4,1,NA,Standard,0
0.574,1,4.84,0,21,70.6,1,EU,Standard,1
0.538,4,4.93,0,4,54.9,0,EU,Basic,1
0.543,2,3.33,0,28,47.8,1,NA,Premium,0
0.463,5,3.15,1,40,33.7,0,EU,Premium,0
0.474,1,1.54,0,12,79.6,1,NA,Basic,0
0.576,4,1.97,1,8,27.6,0,NA,Premium,0
0.626,1,3.44,1,6,47.8,0,APAC,Basic,1
0.549,0,2.91,1,15,55.0,0,NA,Premium,0
0.466,5,5.37,0,52,18.9,0,EU,Standard,0
0.54,3,2.09,1,6,29.8,1,NA,Standard,0
0.666,2,2.21,0,8,35.8,1,EU,Premium,0
0.526,2,0.0,1,2,62.2,0,LATAM,Premium,0
0.608,2,4.29,0,10,36.2,0,EU,Standard,1
0.476,5,4.11,1,20,16.3,0,APAC,AdTier,0
0.517,2,4.95,1,7,14.4,0,EU,Standard,0
0.557,1,5.07,0,1,29.7,0,NA,Standard,0
0.544,2,4.58,0,34,15.2,1,EU,Standard,0
0.474,2,4.66,0,9,60.4,0,NA,Basic,0
0.471,4,4.22,1,8,61.2,1,EU,Premium,0
0.579,2,4.53,1,9,45.1,0,NA,Standard,0
0.591,4,0.0,0,23,39.7,0,NA,Standard,1
0.611,2,0.8,1,36,59.8,1,NA,Premium,0
0.628,1,0.47,0,25,59.0,0,EU,Basic,0
0.528,0,5.54,1,1,25.3,1,APAC,Premium,0
0.501,3,1.43,1,19,28.0,0,APAC,Standard,1
0.601,2,1.75,0,25,59.1,0,NA,Premium,0
0.563,1,3.01,1,11,50.4,2,APAC,Standard,0
0.461,1,0.51,0,27,57.2,0,NA,AdTier,0
0.458,2,3.76,0,39,27.1,0,NA,Standard,0
0.55,4,0.0,1,24,30.0,0,APAC,Basic,0
0.509,1,0.65,0,2,54.3,0,NA,Standard,0
0.518,4,3.4,0,26,31.4,1,NA,Basic,0
0.584,2,0.52,0,38,14.6,0,NA,Basic,0
0.566,0,5.6,1,6,31.7,0,EU,Standard,0
0.6,1,3.09,1,3,40.9,0,EU,Standard,0
0.404,1,5.26,1,4,79.0,0,EU,Standard,0
0.535,1,3.72,1,77,28.2,1,NA,Premium,0
0.562,2,2.98,1,11,43.8,1,NA,AdTier,0
0.428,5,1.01,1,8,85.9,0,EU,Standard,0
0.481,1,4.86,1,38,23.1,0,APAC,Standard,0
0.47,0,3.88,0,1,58.2,2,APAC,Premium,1
0.521,0,7.17,1,16,30.8,0,NA,Standard,0
0.618,1,4.66,0,25,53.0,0,NA,Standard,0
0.641,1,2.21,0,3,91.7,0,NA,Basic,0
0.471,3,3.58,0,19,60.8,0,APAC,Basic,0
0.552,1,3.84,0,18,48.0,0,LATAM,Basic,0
0.554,1,5.33,1,50,26.0,1,NA,Premium,0
0.543,2,5.64,0,22,41.5,2,EU,Standard,0
0.544,1,2.68,1,24,33.7,0,NA,Standard,0
0.538,0,0.57,0,1,16.0,1,NA,AdTier,0
0.621,0,0.0,1,5,2.4,0,EU,Standard,0
0.586,2,0.72,0,13,28.4,0,APAC,AdTier,0
0.456,0,1.82,1,18,44.4,0,EU,Standard,0
0.568,3,6.01,0,7,67.4,1,EU,Premium,0
0.574,1,6.04,1,20,30.2,0,APAC,Standard,1
0.539,3,4.92,1,12,48.8,0,EU,AdTier,1
0.588,3,5.46,1,30,11.0,0,EU,Standard,1
0.531,1,1.59,1,22,29.0,1,NA,Basic,0
0.532,3,0.0,0,22,0.0,1,NA,Premium,0
0.527,1,0.99,0,14,89.7,4,EU,Standard,0
0.4,1,0.0,0,74,49.0,1,LATAM,AdTier,0
0.515,0,0.77,0,9,48.3,0,NA,Basic,0
0.48,1,1.99,0,10,55.7,1,APAC,Basic,0
0.449,1,3.33,1,15,95.6,1,EU,Basic,1
0.606,0,3.27,1,14,36.3,0,APAC,Standard,0
0.55,5,1.62,1,2,25.4,0,NA,Premium,0
0.518,2,4.14,1,10,85.0,1,EU,AdTier,0
0.486,1,1.66,0,11,20.4,1,EU,AdTier,1
0.538,2,3.02,0,47,71.0,3,NA,AdTier,1
0.579,2,0.78,1,1,43.5,1,NA,Standard,0
0.47,0,5.18,0,20,53.7,0,EU,Standard,0
0.52,3,3.04,0,30,16.3,0,NA,Standard,0
0.572,6,4.36,1,14,96.9,2,LATAM,Premium,1
0.404,0,0.57,0,26,37.4,0,APAC,AdTier,0
0.517,0,3.35,0,51,31.0,0,NA,Basic,0
0.494,6,4.14,0,4,56.0,0,NA,Standard,0
0.512,1,0.0,1,10,32.1,0,NA,Standard,0
0.49,1,5.34,0,2,53.5,1,EU,AdTier,0
0.528,1,0.5,1,1,19.8,1,EU,AdTier,0
0.635,1,3.42,0,5,47.9,0,NA,AdTier,0
0.501,3,6.58,1,52,32.9,0,NA,Premium,0
0.538,5,4.91,1,39,29.3,0,EU,AdTier,0
0.64,2,0.02,0,23,26.2,1,NA,AdTier,0
0.487,0,2.64,1,18,62.7,1,NA,Basic,0
0.629,1,5.47,0,9,38.0,0,APAC,AdTier,0
0.52,2,1.37,0,15,41.3,0,LATAM,Standard,0
0.627,2,2.28,0,11,53.5,1,APAC,Standard,0
0.565,2,2.22,0,3,67.8,1,NA,Standard,0
0.538,1,4.14,1,42,26.5,1,LATAM,Standard,0
0.516,0,0.0,1,37,49.4,0,EU,Standard,0
0.483,2,4.25,1,19,26.8,0,NA,Standard,0
0.525,0,1.75,0,74,40.8,0,APAC,Premium,0
0.574,7,2.98,1,31,66.3,0,NA,Premium,1
0.519,2,2.55,1,19,0.0,0,NA,Basic,0
0.501,3,4.2,0,23,26.5,1,APAC,Premium,1
0.505,1,2.96,1,6,40.4,1,NA,Standard,0
0.58,6,5.88,1,5,52.6,0,EU,AdTier,1
0.594,2,4.98,1,30,69.4,1,EU,Premium,0
0.48,2,1.41,1,5,11.1,0,LATAM,AdTier,0
0.48,1,5.73,0,11,73.3,0,NA,Premium,0
0.543,1,3.64,1,2,55.4,0,NA,Standard,1
0.612,1,3.34,1,30,40.2,0,EU,Standard,0
0.589,3,4.7,1,7,15.6,0,EU,Premium,1
0.445,3,0.92,0,14,33.6,0,EU,Standard,1
0.504,4,0.24,0,3,65.5,1,APAC,Standard,1
0.464,3,3.05,0,50,45.5,0,APAC,Premium,0
0.504,2,1.79,0,14,41.4,0,APAC,AdTier,0
0.616,3,7.15,1,1,25.6,1,NA,Standard,0
0.435,0,1.47,1,3,59.7,1,APAC,Basic,0
0.423,2,3.08,1,37,42.0,0,LATAM,AdTier,0
0.47,0,3.38,0,5,40.3,1,NA,Basic,1
0.537,1,5.46,1,16,43.1,0,EU,Standard,0
0.557,2,1.01,0,3,32.1,0,EU,Standard,1
0.546,3,0.0,0,7,28.7,0,EU,Standard,0
0.591,1,5.79,0,15,14.6,2,EU,Premium,0
0.414,2,3.16,1,4,32.6,1,APAC,AdTier,0
0.591,2,4.62,1,31,9.0,0,NA,Premium,0
0.501,3,4.71,1,44,54.7,0,LATAM,Standard,0
0.564,1,5.06,0,4,31.6,1,APAC,Premium,0
0.441,1,2.24,0,10,37.2,2,NA,Premium,0
0.52,2,1.7,0,31,44.3,1,NA,Standard,0
0.534,3,0.0,1,29,29.0,1,APAC,Standard,0
0.589,4,1.01,1,6,21.5,0,NA,Standard,0
0.425,3,3.12,0,15,49.4,1,EU,Premium,1
0.522,3,1.6,0,2,82.8,1,EU,Premium,0
0.455,1,0.72,1,5,63.2,1,LATAM,Premium,0
0.55,0,3.1,0,1,70.6,0,NA,AdTier,1
0.567,2,5.69,0,73,19.0,1,APAC,AdTier,1
0.597,6,2.89,1,7,41.2,2,LATAM,AdTier,1
0.488,4,0.73,1,22,41.0,1,EU,Premium,1
0.576,1,5.54,1,11,73.6,2,NA,AdTier,1
0.602,0,1.45,0,42,63.3,1,NA,Standard,0
0.421,0,5.96,1,1,41.7,0,NA,Basic,0
0.557,1,2.47,0,29,0.0,1,NA,Premium,0
0.578,4,3.21,1,14,21.8,0,NA,Basic,0
0.504,2,6.12,0,20,57.7,0,EU,Standard,0
0.447,2,0.3,0,1,38.6,0,EU,AdTier,0
0.577,0,0.9,0,2,42.8,0,NA,Premium,0
0.448,1,2.35,0,54,57.3,0,EU,Standard,0
0.509,1,2.72,0,13,67.6,0,EU,Standard,0
0.518,1,8.28,0,15,29.4,0,EU,Premium,0
0.563,5,1.22,1,38,56.8,1,APAC,Premium,0
0.482,2,0.39,0,2,77.2,1,NA,Premium,0
0.479,0,1.13,0,62,73.6,2,NA,Premium,0
0.526,1,3.46,1,22,34.4,0,EU,Basic,0
0.58,1,3.98,1,24,50.9,2,LATAM,Premium,0
0.657,1,1.59,0,25,60.0,1,EU,Premium,0
0.43,3,3.04,0,19,45.4,0,NA,Standard,0
0.539,3,6.89,0,6,40.0,0,NA,AdTier,1
0.455,2,3.07,0,1,10.4,1,EU,Standard,0
0.581,0,3.64,0,3,27.7,1,LATAM,Basic,0
0.464,4,6.78,1,91,31.1,0,EU,Basic,0
0.48,5,1.6,0,3,19.8,0,EU,Standard,0
0.485,2,1.47,0,39,47.2,1,NA,Premium,0
0.515,1,2.06,1,15,62.3,1,NA,AdTier,0
0.539,3,1.94,0,16,36.6,1,APAC,Standard,1
0.549,5,0.0,1,38,0.9,0,NA,Standard,0
0.52,2,3.28,0,12,42.6,0,NA,Premium,0
0.44,2,3.43,0,22,50.5,0,NA,Premium,0
0.564,1,2.63,0,5,49.1,1,APAC,AdTier,0
0.517,2,3.49,0,9,30.6,1,NA,Premium,0
0.59,4,3.52,0,8,20.9,1,NA,AdTier,0
0.478,2,0.37,1,1,62.7,3,NA,Premium,0
0.424,1,3.58,0,17,52.0,0,APAC,Basic,0
0.518,3,4.12,0,41,31.4,1,EU,Standard,0
0.598,4,0.0,1,4,15.0,0,APAC,Standard,1
0.53,1,5.93,0,14,49.5,0,EU,Premium,0
0.508,2,0.53,0,12,27.0,0,NA,Standard,0
0.468,4,0.72,1,7,52.7,0,APAC,Standard,0
0.625,1,3.4,0,4,48.2,0,NA,Standard,1
0.458,3,4.07,0,12,86.5,0,APAC,Standard,0
0.476,4,4.56,1,20,43.4,0,EU,Standard,0
0.554,1,4.12,0,3,85.0,0,NA,AdTier,0
0.409,1,1.96,1,1,46.6,0,EU,AdTier,0
0.596,3,3.22,0,11,31.7,0,EU,Premium,0
0.557,1,2.37,0,16,23.9,2,NA,Basic,1
0.574,4,3.35,0,2,27.5,1,EU,AdTier,1
0.553,1,3.14,1,33,53.6,1,EU,Basic,0
0.51,3,1.99,0,29,47.6,1,APAC,Basic,0
0.456,3,2.31,0,10,8.2,1,NA,Basic,0
0.512,1,0.0,0,10,65.4,0,NA,Standard,0
0.461,1,4.66,0,15,74.5,1,EU,Basic,0
0.549,2,3.6,0,3,8.0,1,APAC,Basic,0
0.568,0,0.0,1,27,65.2,0,NA,Standard,0
0.609,5,4.59,1,4,78.7,0,NA,AdTier,1
0.542,2,2.89,0,73,9.1,1,APAC,AdTier,0
0.575,2,1.13,0,1,35.7,1,NA,AdTier,0
0.502,2,0.95,0,18,28.0,0,APAC,Premium,0
0.491,4,1.62,0,6,64.5,0,APAC,Premium,0
0.548,1,1.14,0,3,36.7,0,NA,Standard,1
0.497,2,1.41,1,31,35.9,2,EU,AdTier,0
0.536,1,6.4,0,4,53.4,0,EU,Standard,0
0.456,1,3.74,0,4,76.2,0,APAC,Premium,0
